source_word,source_seg,related_word,related_seg
lampoon,lamp.oon,harpoon,harp.oon
percussionist,per.cussion.ist,discussion,dis.cussion
villain,vill.ain,captain,capt.ain
villain,vill.ain,village,vill.age
impresario,im.pres.ario,impressive,im.pres.sive
impresario,im.pres.ario,scenario,scen.ario
impresario,im.pres.ario,lothario,loth.ario
impresario,im.pres.ario,ontario,ont.ario
anhedonia,an.hedon.ia,dysphoria,dys.phor.ia
sanguine,san.guine,sangfroid,sang.froid
sanguine,san.guine,consanguinity,con.san.guini.ty
subordinate,sub.ordinate,inordinate,in.ordinate
subordinate,sub.ordinate,coordinate,co.ordinate
lessor,less.or,lessee,less.ee
respondent,re.spond.ent,despondent,de.spond.ent
respondent,re.spond.ent,correspondent,cor.respond.ent
respondent,re.spond.ent,responsive,respon.sive
appellant,ap.pell.ant,appe,ap.pe
appellant,ap.pell.ant,nv,n.v
appellant,ap.pell.ant,appellation,ap.pell.ation
appellant,ap.pell.ant,repellent,re.pell.ent
appellant,ap.pell.ant,compelling,com.pell.ing
attorney,at.torn.ey,solicitor,sol.icit.or
proponent,pro.pon.ent,exponent,ex.pon.ent
proponent,pro.pon.ent,opponent,op.pon.ent
protagonist,pro.tag.on.ist,antagonist,an.tag.on.ist
adversary,ad.vers.ary,adversity,ad.vers.ity
adversary,ad.vers.ary,university,uni.vers.ity
gladiator,glad.iator,glider,glid.er
mannequin,man.ne.quin,manacle,man.acle
profligate,pro.flig.ate,afflict,af.flict
profligate,pro.flig.ate,inflict,in.flict
profligate,pro.flig.ate,conflict,con.flict
profligate,pro.flig.ate,nv,n.v
prodigal,pro.dig.al,prodigy,pro.digy
prodigal,pro.dig.al,indigent,in.dig.ent
libertine,liber.tine,liberate,liber.ate
beneficiary,bene.fici.ary,benefactor,bene.fact.or
benefactor,bene.factor,beneficiary,bene.ficiary
sluggard,slug.gard,sluggish,slug.gish
sluggard,slug.gard,braggart,brag.gart
rookie,roo.kie,cookie,coo.kie
neophyte,neo.phyte,xerophyte,xero.phyte
neophyte,neo.phyte,halophyte,halo.phyte
fledgling,fledg.ling,fledged,fledg.ed
stripling,strip.ling,stripper,stripp.er
stripling,strip.ling,sapling,sap.ling
progenitor,pro.gen.itor,progeny,pro.gen.y
progenitor,pro.gen.itor,genitals,gen.itals
disciple,dis.cip.le,discipline,dis.cip.line
disciple,dis.cip.le,apprentice,ap.prent.ice
disciple,dis.cip.le,prentice,prent.ice
preceptor,pre.cept.or,receptor,re.cept.or
preceptor,pre.cept.or,precept,pre.cept
solitary,solit.ary,solidary,solid.ary
solitary,solit.ary,solidarity,solid.arity
celibate,ce.lib.ate,celibacy,ce.lib.acy
doctrinaire,doc.trin.aire,doctrine,doc.trine
doctrinaire,doc.trin.aire,questionnaire,question.naire
doctrinaire,doc.trin.aire,concessionaire,concession.aire
doctrinaire,doc.trin.aire,millionaire,million.aire
iconoclast,icono.clast,biblioclast,biblio.clast
maverick,mave.rick,limerick,lime.rick
pedant,ped.ant,pendant,pend.ant
pedant,ped.ant,pennant,pen.nant
dissident,dis.sid.ent,nv,n.v
dissenter,dis.sent.er,dissident,dis.sid.ent
introvert,intro.vert,extorvert,extor.vert
sapient,sapi.ent,sapling,sap.ling
savant,sav.ant,pedant,ped.ant
glutton,glut.ton,gluten,glut.en
gourmand,gour.mand,gourmet,gour.met
gourmand,gour.mand,reprimand,repri.mand
gourmand,gour.mand,nv,n.v
gourmand,gour.mand,command,com.mand
gourmand,gour.mand,epicure,epi.cure
gourmet,gour.met,gourmand,gour.mand
epicure,epi.cure,procure,pro.cure
epicure,epi.cure,secure,se.cure
epicure,epi.cure,obscure,obs.cure
epicure,epi.cure,gourmet,gour.met
epicure,epi.cure,gourmand,gour.mand
epicure,epi.cure,epicurean,epi.curean
lapidary,lap.id.ary,dilapidated,di.lap.id.ated
bibliophile,biblio.phile,paedophile,paedo.phile
herdsman,herds.man,wrangler,wr.angler
chandler,chand.ler,chandelier,chande.lier
vintner,vint.ner,vintage,vint.age
vintage,vint.age,vintner,vint.ner
peddler,pedd.ler,toddler,todd.ler
peddler,pedd.ler,pebble,pebb.le
peddler,pedd.ler,huckster,huck.ster
heckle,heck.le,huckleback,huckle.back
flagellant,flag.ell.ant,flagellum,flag.ell.um
detractor,de.tract.or,derogatory,de.rog.atory
detractor,de.tract.or,protract,pro.tract
detractor,de.tract.or,protractor,pro.tract.or
detractor,de.tract.or,contract,con.tract
retinue,re.tinue,continue,con.tinue
chiropodist,chiro.pod.ist,podiatry,pod.iatry
chiropodist,chiro.pod.ist,chiral,chir.al
chiropodist,chiro.pod.ist,chiromancer,chiro.mancer
tanner,tan.ner,tannin,tan.nin
lionize,lion.ize,leonine,leo.nine
stalwart,stal.wart,thwart,th.wart
stalwart,stal.wart,bulwark,bul.wark
supplicant,sup.plic.ant,application,ap.plic.ation
supplicant,sup.plic.ant,complicate,com.plic.ate
proletarian,pro.le.tar.ian,plebe,ple.be
sheriff,she.riff,cliff,cl.iff
potentate,pot.ent.ate,potential,pot.ent.ial
potentate,pot.ent.ate,impotent,im.pot.ent
potentate,pot.ent.ate,portent,port.ent
succubus,suc.cub.us,incubus,in.cub.us
succubus,suc.cub.us,concubine,con.cub.ine
incubus,in.cub.us,succubus,suc.cub.us
concubine,con.cub.ine,incubus,in.cub.us
ignoramus,ig.nor.amus,ignorant,ig.nor.ant
ignoramus,ig.nor.amus,hippopotamus,hippo.pot.amus
scrub,sc.rub,shrub,sh.rub
poser,pos.er,poseur,pos.eur
constituent,con.stitu.ent,constitute,con.stitute
constituent,con.stitu.ent,constitution,con.stitu.tion
denizen,deni.zen,citizen,citi.zen
multitude,multi.tude,multiple,multi.ple
populace,popul.ace,populist,popul.ist
populace,popul.ace,popular,popul.ar
venue,ven.ue,revenue,re.ven.ue
venue,ven.ue,avenue,a.ven.ue
parvenu,par.venu,revenue,re.ven.ue
parvenu,par.venu,venue,ven.ue
parvenu,par.venu,avenue,a.ven.ue
patrician,pa.tri.cian,patrick,Pa.tri.ck
patrician,pa.tri.cian,patriot,pa.tri.ot
patrician,pa.tri.cian,patri,pa.tri
magnate,magn.ate,magnitude,magn.itude
magnate,magn.ate,magnificent,magn.ific.ent
magnate,magn.ate,magnet,magn.et
tycoon,ty.coon,cocoon,co.coon
tycoon,ty.coon,racoon,ra.coon
tycoon,ty.coon,raccoon,rac.coon
executioner,exe.cut.ion.er,execution,exe.cut.ion
executioner,exe.cut.ion.er,execute,exe.cute
executioner,exe.cut.ion.er,executor,exe.cut.or
emissary,e.miss.ary,emission,e.miss.ion
emissary,e.miss.ary,emit,e.mit
emissary,e.miss.ary,envoy,en.voy
emperor,emp.er.or,empire,emp.ire
emperor,emp.er.or,empty,emp.ty
imperative,im.per.ative,imperial,im.peri.al
imperative,im.per.ative,imperious,im.peri.ous
mercenary,mer.cen.ary,merch,mer.ch
mercenary,mer.cen.ary,mercy,mer.cy
charlatan,char.la.tan,satan,sa.tan
charlatan,char.la.tan,titan,ti.tan
impostor,im.post.or,impost,im.post
impostor,im.post.or,impose,im.pose
martinet,mar.tin.et,martin,mar.tin
braggart,brag.gart,niggard,nig.gard
braggart,brag.gart,sluggard,slug.gard
braggart,brag.gart,laggard,lag.gard
ingrate,in.grate,grateful,grate.ful
prig,p.rig,rigor,rig.or
prig,p.rig,rigorous,rig.orous
prig,p.rig,prude,p.rude
philanthropist,phil.anth.rop.ist,misanthrope,mis.anth.rope
philanthropist,phil.anth.rop.ist,anthropology,anth.rop.ology
misanthrope,mis.anth.rope,anthrop,anth.rop
misanthrope,mis.anth.rope,philanthropist,phil.anthrop.ist
vagrant,vag.rant,vague,vag.ue
arbiter,ar.bit.er,arbitrator,ar.bitr.ator
arbiter,ar.bit.er,arbitrary,ar.bitr.ary
arbitrator,arbi.tra.tor,traitor,trait.or
arbitrator,arbi.tra.tor,arbiter,arbi.ter
arbitrator,arbi.tra.tor,arbitrary,arbi.trary
pacifier,paci.fier,pacific,paci.fic
surrogate,sur.rog.ate,prerogative,pre.rog.ative
surrogate,sur.rog.ate,rogue,rog.ue
surrogate,sur.rog.ate,arrogant,ar.rog.ant
surrogate,sur.rog.ate,derogatory,de.rog.atory
surrogate,sur.rog.ate,nv,n.v
presenter,pre.sent.er,present,pre.sent
presenter,pre.sent.er,presentation,pre.sent.ation
presenter,pre.sent.er,dissenter,dis.sent.er
rucksack,ruck.sack,ransack,ran.sack
renegade,re.neg.ade,negative,neg.ative
renegade,re.neg.ade,relegate,re.leg.ate
apostate,apo.state,prostate,pro.state
apostate,apo.state,apostrophe,apo.strophe
malcontent,mal.con.tent,content,con.tent
herald,her.ald,emerald,emer.ald
herald,her.ald,donald,don.ald
gorilla,gor.illa,vanilla,van.illa
gorilla,gor.illa,guerrilla,guerr.illa
gorilla,gor.illa,bonobo,bo.nobo
gorilla,gor.illa,chimpanzee,chim.pan.zee
chortle,chort.le,chuckle,chuck.le
gaggle,ga.ggle,goggles,go.ggles
gaggle,ga.ggle,google,goo.gle
hedgehog,hedge.hog,hegemony,hege.mony
rhinoceros,rhino.cer.os,ceros,cer.os
tigress,tig.ress,tiger,tig.er
giraffe,gi.raffe,graffiti,graf.fiti
flock,fl.ock,block,bl.ock
beverage,be.ver.age,beverly,be.ver.ly
cannibal,can.nib.al,cannabis,can.nab.is
predator,pred.ator,dictator,dict.ator
predator,pred.ator,conspirator,conspir.ator
crustacean,crust.acean,carapace,cara.pace
mollusc,moll.usc,mollify,moll.ify
mollusc,moll.usc,emollient,e.moll.ient
reptile,rept.ile,surreptitious,sur.rept.itious
mongrel,mong.rel,doggerel,dog.ge.rel
mongrel,mong.rel,warmonger,war.mong.er
ungulate,un.gu.late,unguent,un.gu.ent
invertebrate,in.verte.brate,vibrate,vi.brate
invertebrate,in.verte.brate,celebrate,cele.brate
mosquito,mos.quit.o,mosque,mos.que
crayfish,cray.fish,crayon,cray.on
flounder,fl.oun.der,founder,f.oun.der
dinosaur,dino.saur,centaur,cent.aur
thrush,th.rush,thrust,th.rust
thrush,th.rush,thrash,th.rash
petrel,petr.el,petrol,petr.ol
petrel,petr.el,petroleum,petr.ol.eum
petrel,petr.el,petrify,petr.ify
grouse,gr.ouse,house,h.ouse
grouse,gr.ouse,mouse,m.ouse
grouse,gr.ouse,gross,gr.oss
vanilla,van.illa,gorilla,gor.illa
cactus,cac.tus,caucus,cauc.us
vegetation,vege.tation,vegetable,vege.table
sallow,sall.ow,willow,will.ow
eucalyptus,eu.calyp.tus,apocalypse,apo.calyp.se
cypress,cy.press,cyprus,Cy.prus
scorpion,scor.pion,scorch,scor.ch
scorpion,scor.pion,scourge,scour.ge
caterpillar,cater.pillar,caterer,cater.er
foliage,foli.age,plumage,plum.age
enzyme,en.zyme,zymurgy,zym.urgy
efflorescence,ef.flor.esc.ence,efflorescent,ef.flor.esc.ent
efflorescence,ef.flor.esc.ence,florence,flor.ence
efflorescence,ef.flor.esc.ence,escent,esc.ent
efflorescence,ef.flor.esc.ence,escence,esc.ence
xerophyte,xero.phyte,xerox,xero.x
xerophyte,xero.phyte,xerography,xero.graphy
xerophyte,xero.phyte,neophyte,neo.phyte
heliotrope,helio.trope,helicopter,heli.copter
conifer,con.ifer,jennifer,Jenn.ifer
chrysanthemum,chrys.anthem.um,chrysalis,chrys.alis
chrysanthemum,chrys.anthem.um,chrysograph,chrys.ograph
carapace,cara.pace,caravan,cara.van
carapace,cara.pace,caramel,cara.mel
fluff,flu.ff,fluffy,flu.ffy
fluff,flu.ff,flurry,flu.rry
fluff,flu.ff,flutter,flu.tter
trowel,tr.ow.el,towel,t.ow.el
spindle,spind.le,spindly,spind.ly
pestle,pest.le,epistle,epi.stle
rivet,riv.et,river,riv.er
rivet,riv.et,velvet,velv.et
nippers,ni.pper.s,nipple,ni.pple
fascia,fa.sc.ia,cia,c.ia
fascia,fa.sc.ia,fascist,fa.sc.ist
parquet,par.quet,banquet,ban.quet
parquet,par.quet,bouquet,bou.quet
couch,c.ouch,coach,c.oach
couch,c.ouch,crouch,cr.ouch
couch,c.ouch,vin,vi.n
fabric,fab.ric,fable,fab.le
crochet,cro.chet,clich,cli.ch
crochet,cro.chet,cachet,ca.chet
crochet,cro.chet,sachet,sa.chet
embroidery,em.broid.ery,embroider,em.broid.er
stencil,sten.cil,pencil,pen.cil
stencil,sten.cil,ography,o.graphy
filigree,fili.gree,filibuster,fili.buster
intellect,intel.lect,intellectual,intel.lect.ual
intellect,intel.lect,intelligent,intell.ig.ent
meteorite,me.teor.ite,meteor,me.teor
meteorite,me.teor.ite,meteorology,me.teor.ology
gravel,grav.el,avel,av.el
cobblestone,cobble.stone,cobbler,cobbl.er
flint,f.lint,splint,sp.lint
turquoise,tur.quo.ise,turkey,Tur.key
sapphire,sap.phire,sapling,sap.ling
plutolatry,pluto.latry,idolatry,ido.latry
pragmatism,prag.mat.ism,pragmatic,prag.mat.ic
pragmatism,prag.mat.ism,practice,pract.ice
eclectic,ec.lect.ic,eccentric,ec.centr.ic
jingoism,jingo.ism,jingle,jing.le
probity,prob.ity,probation,prob.ation
probity,prob.ity,approbation,ap.prob.ation
probity,prob.ity,probability,prob.ability
probity,prob.ity,veracity,vera.city
veracity,ver.a.city,verify,ver.ify
impropriety,im.pro.priety,proper,pro.per
impropriety,im.pro.priety,propriety,pro.priety
flippant,flip.pant,unfl,un.fl
flippant,flip.pant,ppable,p.pable
demeanour,de.mean.our,misdemeano,mis.de.mean.o
demeanour,de.mean.our,deportment,de.port.ment
demeanour,de.mean.our,comportment,com.port.ment
demeanour,de.mean.our,portent,port.ent
comport,com.port,comportment,com.port.ment
comport,com.port,deportment,de.port.ment
comport,com.port,portent,port.ent
deportment,de.port.ment,comportment,com.port.ment
decorum,de.cor.um,decor,de.cor
decorum,de.cor.um,decorate,de.cor.ate
decorum,de.cor.um,encomium,en.com.ium
deference,defer.ence,obedient,obe.di.ent
deference,defer.ence,obeisance,obe.is.ance
complaisance,com.plais.ance,complac,com.plac
complaisance,com.plais.ance,complain,com.plain
complaisance,com.plais.ance,explain,ex.plain
speculate,spec.ul.ate,special,spec.ial
speculate,spec.ul.ate,speculator,spec.ul.ator
cogitate,cog.it.ate,cognate,cogn.ate
contemporary,con.tempor.ary,temporary,tempor.ary
contemplate,con.templ.ate,template,templ.ate
contemplate,con.templ.ate,contemplation,con.templ.ation
contemplate,con.templ.ate,contemporary,con.tempor.ary
imprecation,im.pre.cation,implication,im.pli.cation
imprecation,im.pre.cation,imprecise,im.pre.cise
imprecation,im.pre.cation,impresario,im.pre.sario
imprecation,im.pre.cation,impression,im.pre.ssion
imprecation,im.pre.cation,prevaricate,pre.vari.cate
imprecation,im.pre.cation,predicament,pre.dica.ment
encomium,en.com.ium,commie,com.mie
encomium,en.com.ium,comic,com.ic
encomium,en.com.ium,comedy,com.edy
encomium,en.com.ium,euphemism,eu.phem.ism
encomium,en.com.ium,decorum,de.corum
encomium,en.com.ium,eulogy,eu.logy
eulogy,eu.logy,elegy,e.legy
approbation,ap.prob.ation,approve,ap.prove
approbation,ap.prob.ation,probation,prob.ation
delinquency,de.linqu.ency,relinquish,re.linqu.ish
delinquency,de.linqu.ency,delinquent,de.linqu.ent
peccadillo,pecca.dillo,impeccable,im.pecca.ble
foible,foi.ble,feeble,fee.ble
deficiency,de.fici.ency,deficit,de.fici.t
deficiency,de.fici.ency,sufficient,suf.fici.ent
deficiency,de.fici.ency,efficient,ef.fici.ent
deficiency,de.fici.ency,proficient,pro.fici.ent
discompose,dis.compose,decompose,de.compose
discompose,dis.compose,discomfort,dis.comfort
discompose,dis.compose,discomfit,dis.comfit
discompose,dis.compose,distraught,dis.tr.aught
gabble,gabb.le,jabber,jabb.er
stammer,stam.mer,starmer,star.mer
stammer,stam.mer,stutter,stut.ter
bumble,bum.ble,bumper,bum.per
bumble,bum.ble,tumble,tum.ble
bumble,bum.ble,stumble,stum.ble
bumble,bum.ble,fumble,fum.ble
bumble,bum.ble,vtvi,vt.vi
bumble,bum.ble,humble,hum.ble
explicate,ex.plicate,complicate,com.plicate
explicate,ex.plicate,implicate,im.plicate
elucidate,e.lucid.ate,eluminate,e.luminate
elucidate,e.lucid.ate,illuminate,il.lumin.ate
pretext,pre.text,premise,pre.mise
pretext,pre.text,context,con.text
perjury,per.jury,perjure,per.jure
perjury,per.jury,forgery,forg.ery
invective,in.vect.ive,vector,vect.or
opprobrium,op.probr.ium,obloquy,ob.loquy
libel,lib.el,liberal,liber.al
calumny,ca.lum.ny,column,co.lumn
embroil,em.broil,imbroglio,im.broglio
imbroglio,im.brog.lio,embroil,em.broil
shriek,shr.iek,shrill,shr.ill
detonation,de.ton.ation,intonation,in.ton.ation
strident,stri.dent,stride,stri.de
strident,stri.dent,trident,tri.dent
cacophony,caco.phony,symphony,sym.phony
cacophony,caco.phony,raucous,rauc.ous
sonorous,son.or.ous,sonar,son.ar
sonorous,son.or.ous,sonic,son.ic
sonorous,son.or.ous,resonant,re.son.ant
sonorous,son.or.ous,consonant,con.son.ant
sonorous,son.or.ous,orotund,oro.tund
resonant,re.son.ant,consonant,con.son.ant
prevaricate,pre.vari.cate,predicament,pre.dica.ment
prevaricate,pre.vari.cate,imprecation,im.pre.cation
equivocate,equi.voc.ate,unequivocal,un.equi.vocal
equivocate,equi.voc.ate,advocate,ad.voc.ate
equivocate,equi.voc.ate,vocative,voc.ative
equivocate,equi.voc.ate,convocation,con.voc.ation
irony,iron.y,ironic,iron.ic
fluke,flu.ke,flute,flu.te
expediency,ex.pedi.ency,expedience,ex.pedi.ence
expediency,ex.pedi.ency,impediment,im.pedi.ment
repercussion,re.per.cussion,percussion,per.cussion
repercussion,re.per.cussion,concussion,con.cussion
repercussion,re.per.cussion,discussion,dis.cussion
vicissitude,vi.cissi.tude,narcissism,nar.cissi.sm
antiquity,anti.quity,equity,e.quity
antiquity,anti.quity,antique,anti.que
transient,transi.ent,intransigent,in.transi.gent
transient,transi.ent,transitory,transi.tory
squall,squ.all,squash,squ.ash
magnitude,magn.itude,magnificent,magn.ific.ent
magnitude,magn.itude,magnate,magn.ate
apogee,apo.gee,perigee,peri.gee
fulminate,ful.min.ate,fulmination,ful.min.ation
decompose,de.compose,discompose,dis.compose
icicle,ic.icle,testicle,test.icle
monsoon,mon.soon,month,mon.th
drizzle,dri.zzle,puzzle,pu.zzle
drizzle,dri.zzle,dazzle,da.zzle
cyclone,cycl.one,recycle,re.cycle
denominator,de.nomin.ator,nominate,nomin.ate
denominator,de.nomin.ator,nominal,nomin.al
denominator,de.nomin.ator,denomination,de.nomin.ation
denominator,de.nomin.ator,denominational,de.nomin.ational
decibel,deci.bel,decimal,deci.mal
congruent,con.gru.ent,congruence,congru.ence
congruent,con.gru.ent,gruesome,grue.some
divisor,di.vi.sor,divide,di.vi.de
divisor,di.vi.sor,dividend,di.vi.dend
circumference,cir.cum.fer.ence,circumlocution,circum.locution
calibrate,ca.libr.ate,calibre,ca.libre
bisect,bi.sect,dichotomy,di.chotomy
bisect,bi.sect,dissect,dis.sect
ammonia,am.mon.ia,ammon,Am.mon
ammonia,am.mon.ia,pneumonia,pneu.mon.ia
ammonia,am.mon.ia,kleptomania,klepto.mania
aluminium,a.lumin.ium,alum,a.lum
aluminium,a.lumin.ium,aluminum,a.lumin.um
aluminium,a.lumin.ium,illuminate,il.lumin.ate
palette,pal.ette,palate,pal.ate
stationery,station.ery,stationary,station.ary
stationery,station.ery,stationer,station.er
tresses,tress.es,trestle,trest.le
cynosure,cyno.sure,canine,ca.nine
cynosure,cyno.sure,cynology,cyno.logy
lustrous,lus.trous,illustrator,il.lus.trator
lustrous,lus.trous,illustrious,il.lus.trious
lustrous,lus.trous,luscious,lusc.ious
equilibrium,equi.libr.ium,equanimity,equa.nimity
ellipsoid,el.lip.soid,ellipse,el.lip.se
ellipsoid,el.lip.soid,ellipsis,el.lip.sis
ellipsoid,el.lip.soid,lipse,lip.se
ellipse,el.lip.se,ellipsis,el.lip.sis
ellipse,el.lip.se,eclipse,ec.lip.se
distill,dis.till,distillate,dis.till.ate
diagonal,di.agon.al,pentagon,pent.agon
diagonal,di.agon.al,hexagon,hex.agon
resilience,re.sili.ence,elasticity,e.last.icity
radius,radi.us,radian,radi.an
radius,radi.us,radium,radi.um
radius,radi.us,radio,radi.o
quantum,quant.um,quantitative,quant.i.tative
quantum,quant.um,quadrant,quadr.ant
quadrant,qua.dr.ant,quadruple,qua.dr.up.le
quadrant,qua.dr.ant,nvadj,n.v.adj
quadrant,qua.dr.ant,quantum,quant.um
quadrant,qua.dr.ant,quanta,quant.a
polymer,poly.mer,polyester,poly.ester
polymer,poly.mer,polystyrene,poly.styr.ene
permutation,per.mut.ation,combination,com.bin.ation
percolate,per.col.ate,column,col.umn
percolate,per.col.ate,infiltrate,in.fil.trate
pentagon,pent.agon,penthouse,pent.house
oxidize,ox.id.ize,oxide,ox.ide
multiply,mul.ti.ply,multiple,mul.ti.ple
accordion,ac.cord.ion,accord,ac.cord
clapper,clap.per,nv,n.v
clapper,clap.per,clipper,clip.per
vibrate,vibr.ate,vibrant,vibr.ant
torque,tor.que,torture,tor.ture
torque,tor.que,vn,v.n
torque,tor.que,tourniquet,tour.ni.quet
sulfide,sulf.ide,sulfate,sulf.ate
sulfide,sulf.ide,sulfur,sulf.ur
sulfide,sulf.ide,sulphur,sulph.ur
vivace,viv.ace,vivid,viv.id
allegro,al.leg.ro,allege,al.lege
allegro,al.leg.ro,allegory,al.leg.ory
atonal,a.ton.al,tonality,ton.al.ity
diminuendo,di.minu.endo,crescendo,cre.scendo
diminuendo,di.minu.endo,dimin,di.min
diminuendo,di.minu.endo,diminutive,di.minu.tive
histrionic,his.tri.on.ic,history,his.tory
improvise,im.provise,provident,provid.ent
premiere,pre.mi.ere,premier,pre.mi.er
libretto,libr.etto,library,libr.ary
libretto,libr.etto,stiletto,stil.etto
scenario,scen.ario,scene,scen.e
scenario,scen.ario,scenery,scen.ery
scenario,scen.ario,mario,m.ario
scenario,scen.ario,impresario,impres.ario
effigy,ef.figy,figurine,figur.ine
effigy,ef.figy,caricature,caric.ature
relieve,re.lieve,releave,re.leave
figurine,fig.ur.ine,figure,fig.ure
figurine,fig.ur.ine,figurative,fig.ur.ative
figurine,fig.ur.ine,statutette,statut.ette
pastel,past.el,pestle,pest.le
pastel,past.el,pastor,past.or
collage,coll.age,college,coll.ege
collage,coll.age,collect,coll.ect
staccato,stac.cato,obbligato,ob.blig.ato
presto,pre.sto,allegro,al.leg.ro
obbligato,ob.blig.ato,staccato,stac.cato
burlesque,bur.les.que,grotesque,grot.esque
burlesque,bur.les.que,picturesque,pictur.esque
burlesque,bur.les.que,arabesque,arab.esque
epilogue,epi.logue,prologue,pro.logue
epilogue,epi.logue,eclogue,ec.logue
monologue,mono.log.ue,dialogue,dia.log.ue
monologue,mono.log.ue,catalogue,cata.log.ue
monologue,mono.log.ue,monograph,mono.graph
recital,re.cit.al,recite,re.cite
recital,re.cit.al,incite,in.cite
descant,des.cant,decant,de.cant
quartet,qu.art.et,quarter,qu.art.er
serenade,se.ren.ade,serene,se.rene
serenade,se.ren.ade,nocturne,noc.turne
rhapsody,rhaps.ody,threnody,thren.ody
inflect,in.flect,reflect,re.flect
inflect,in.flect,deflect,de.flect
inflect,in.flect,inflict,in.flict
manacle,man.acle,equin,e.quin
pillory,pill.ory,pillar,pill.ar
travelogue,travel.ogue,travelog,travel.og
biography,bio.graphy,autobiography,auto.bio.graphy
memoir,mem.oir,reservoir,re.serv.oir
pastiche,past.iche,cliche,cl.iche
pastiche,past.iche,stitch,st.itch
pastiche,past.iche,parody,par.ody
pastiche,past.iche,threnody,thren.ody
pastiche,past.iche,rhapsody,rhaps.ody
threnody,thren.ody,rhapsody,rhaps.ody
eclogue,ec.logue,prologue,pro.logue
eclogue,ec.logue,epilogue,epi.logue
idyll,i.dyll,idle,i.dle
idyll,i.dyll,idol,i.dol
epigram,epi.gram,hologram,holo.gram
epigram,epi.gram,diagram,dia.gram
epigram,epi.gram,telegram,tele.gram
epigram,epi.gram,kilogram,kilo.gram
epigram,epi.gram,program,pro.gram
repertoire,re.pert.oire,repertory,re.pert.ory
repertoire,re.pert.oire,reservoir,re.serv.oir
repertoire,re.pert.oire,repository,re.posit.ory
pathology,path.ology,apathetic,a.path.etic
pathology,path.ology,pathetic,path.etic
gerontology,ger.onto.logy,ontology,onto.logy
gerontology,ger.onto.logy,paleontology,pale.onto.logy
gerontology,ger.onto.logy,geriatric,ger.ia.tric
podiatry,pod.iatry,psychiatry,psych.iatry
podiatry,pod.iatry,pediatrics,ped.iatrics
podiatry,pod.iatry,chiropodist,chiro.pod.ist
ophthalmology,oph.thal.mology,lethal,le.thal
dermatology,derm.at.ology,pharmacology,pharm.ac.ology
jurisprudence,jur.is.prudence,jurist,jur.ist
deuterogamy,deu.ter.o.gamy,deutsch,deut.sch
ethnography,ethn.ography,ethnology,ethn.ology
ethnography,ethn.ography,ethnic,ethn.ic
census,cens.us,censor,cens.or
census,cens.us,incentive,in.cen.tive
census,cens.us,sensor,sens.or
census,cens.us,consensus,con.sens.us
census,cens.us,vn,v.n
archaeology,archae.ology,paleontology,pale.ont.ology
chronology,chron.ology,chronicle,chron.icle
chronology,chron.ology,chronograph,chron.ograph
anthropology,anth.rop.ology,anthrope,anth.rope
anthropology,anth.rop.ology,philanthropist,phil.anth.ropist
taxonomy,tax.o.nomy,typology,typ.o.logy
taxonomy,tax.o.nomy,gastronomy,gastr.o.nomy
taxonomy,tax.o.nomy,agronomy,agr.o.nomy
taxonomy,tax.o.nomy,economy,ec.o.nomy
taxonomy,tax.o.nomy,astronomy,astr.o.nomy
paleontology,pale.ont.ology,ontology,ont.ology
paleontology,pale.ont.ology,paleography,pale.ography
paleontology,pale.ont.ology,archeaology,arch.ea.ology
entomology,en.tom.ology,anatomy,ana.tomy
entomology,en.tom.ology,insect,in.sect
botany,bot.any,botanical,bot.an.ical
meteorology,mete.or.ology,meteor,mete.or
ecology,ec.ology,economy,ec.onomy
agronomy,agr.o.nomy,onomy,o.nomy
agronomy,agr.o.nomy,taxonomy,tax.o.nomy
agronomy,agr.o.nomy,gastronomy,gastr.o.nomy
agronomy,agr.o.nomy,economy,ec.o.nomy
agronomy,agr.o.nomy,astronomy,astr.o.nomy
petrology,petr.ology,petrol,petr.ol
speleology,spe.le.ology,spelunk,spe.lunk
speleology,spe.le.ology,spelunker,spe.lunk.er
speleology,spe.le.ology,splenetic,sple.netic
stratigraphy,strati.graphy,strategy,strate.gy
athletics,ath.let.ics,athlete,ath.lete
athletics,ath.let.ics,atheist,athe.ist
domesticity,dome.stic.ity,domestic,dome.stic
gastronomy,gastr.o.nomy,taxonomy,tax.o.nomy
gastronomy,gastr.o.nomy,agronomy,agr.o.nomy
gastronomy,gastr.o.nomy,economy,ec.o.nomy
gastronomy,gastr.o.nomy,astronomy,astr.o.nomy
hieroglyph,hiero.glyph,hier,hi.er
elocution,e.locu.tion,locution,locu.tion
elocution,e.locu.tion,eloquent,e.loqu.ent
horology,hor.ology,chronology,chron.ology
horology,hor.ology,chronograph,chron.ograph
horology,hor.ology,chronometer,chron.ometer
zymurgy,zym.ur.gy,zymology,zym.ology
zymurgy,zym.ur.gy,enzyme,en.zym.e
agnostic,agnos.tic,agnos,a.gnos
agnostic,agnos.tic,ticism,tic.ism
agnostic,agnos.tic,diagnosis,dia.gno.sis
agnostic,agnos.tic,ignoramus,ignor.amus
metaphysics,meta.phys.ics,physical,phys.ic.al
recessive,re.cess.ive,recess,re.cess
harpoon,harp.oon,balloon,ball.oon
trawl,tr.awl,drawl,dr.awl
sextant,sex.tant,quadrant,quadr.ant
sextant,sex.tant,hexapod,hexa.pod
horoscope,horo.scope,horology,horo.logy
horoscope,horo.scope,astrology,astr.ology
